sale_id,sale_date,year,quarter,month,country,region,city,product_name,category,storage,color,is_5g,unit_price_usd,discount_pct,units_sold,discounted_price_usd,revenue_usd,currency,fx_rate_to_usd,revenue_local_currency,sales_channel,payment_method,customer_segment,customer_age_group,previous_device_os,customer_rating,return_status,Total Sales
SAMS-00010831,2021-10-22,2021,Q4,October,Saudi Arabia,Middle East,Jeddah,Samsung Galaxy S23 FE,Galaxy S,1 TB,Titanium Violet,Yes,626.59,15,1,532.6,532.6,SAR,3.75,1997.25,E-commerce Platform,Net Banking,Education,25–34,Android (Samsung),3.3,Returned,626.59
SAMS-00010835,2022-07-25,2022,Q3,July,Saudi Arabia,Middle East,Jeddah,Samsung Galaxy A04,Galaxy A,128 GB,Awesome White,No,116.38,0,1,116.38,116.38,SAR,3.75,436.42,Online (Samsung.com),Debit Card,Individual,55+,New User,2.9,Kept,116.38
SAMS-00010853,2021-01-03,2021,Q1,January,Saudi Arabia,Middle East,Jubail,Samsung Galaxy M04,Galaxy M,256 GB,Waterfall Blue,No,104.07,0,1,104.07,104.07,SAR,3.75,390.26,Carrier Store,Cash,Enterprise,18–24,Feature Phone,3.6,Kept,104.07
SAMS-00010855,2021-05-21,2021,Q2,May,Saudi Arabia,Middle East,Jubail,Samsung Galaxy Z Flip 5,Galaxy Z,256 GB,Cream,Yes,1017.19,0,1,1017.19,1017.19,SAR,3.75,3814.46,Third-Party Retailer,BNPL (Buy Now Pay Later),Business,35–44,Android (Samsung),4.3,Kept,1017.19
SAMS-00010859,2022-01-23,2022,Q1,January,Saudi Arabia,Middle East,Jubail,Samsung Galaxy S23 FE,Galaxy S,128 GB,Cream,Yes,644.05,7,1,598.97,598.97,SAR,3.75,2246.14,Carrier Store,Cash,Business,25–34,Android (Other),4.1,Kept,644.05
SAMS-00010860,2022-10-28,2022,Q4,October,Saudi Arabia,Middle East,Jubail,Samsung Galaxy S24+,Galaxy S,256 GB,Phantom White,Yes,1054.78,12,1,928.21,928.21,SAR,3.75,3480.79,Third-Party Retailer,Gift Card,Government,18–24,New User,2.9,Kept,1054.78
SAMS-00010863,2023-06-15,2023,Q2,June,Saudi Arabia,Middle East,Jubail,Samsung Galaxy S23 Ultra,Galaxy S,1 TB,Titanium Yellow,Yes,1104.04,5,1,1048.84,1048.84,SAR,3.75,3933.15,Authorized Reseller,Net Banking,Business,18–24,New User,4.5,Kept,1104.04
SAMS-00010865,2023-06-27,2023,Q2,June,Saudi Arabia,Middle East,Jubail,Samsung Galaxy S23 Ultra,Galaxy S,128 GB,Lavender,Yes,1247.83,0,5,1247.83,6239.15,SAR,3.75,23396.81,Carrier Store,Samsung Pay,Enterprise,18–24,Feature Phone,4.4,Kept,6239.15
SAMS-00010869,2024-10-05,2024,Q4,October,Saudi Arabia,Middle East,Jubail,Samsung Galaxy M34 5G,Galaxy M,128 GB,Prism Black,Yes,253.26,0,1,253.26,253.26,SAR,3.75,949.72,Carrier Store,Gift Card,Government,55+,Android (Samsung),3.6,Exchanged,253.26
SAMS-00010871,2024-12-31,2024,Q4,December,Saudi Arabia,Middle East,Jubail,Samsung Galaxy S23,Galaxy S,512 GB,Titanium Yellow,Yes,814.77,5,3,774.03,2322.09,SAR,3.75,8707.84,Authorized Reseller,EMI / Installment,Individual,25–34,Android (Samsung),4.0,Exchanged,2444.31
SAMS-00010874,2021-07-25,2021,Q3,July,Saudi Arabia,Middle East,Khobar,Samsung Galaxy S23 FE,Galaxy S,512 GB,Titanium Violet,Yes,592.89,5,1,563.25,563.25,SAR,3.75,2112.19,Samsung Store,Net Banking,Business,35–44,Android (Other),4.3,Kept,592.89
SAMS-00010875,2021-09-18,2021,Q3,September,Saudi Arabia,Middle East,Khobar,Samsung Galaxy S22+,Galaxy S,128 GB,Titanium Violet,Yes,935.63,0,7,935.63,6549.41,SAR,3.75,24560.29,Online (Samsung.com),Gift Card,Business,18–24,New User,3.6,Kept,6549.41
SAMS-00010878,2022-02-28,2022,Q1,February,Saudi Arabia,Middle East,Khobar,Samsung Galaxy S23,Galaxy S,1 TB,Phantom Black,Yes,850.19,2,2,833.19,1666.38,SAR,3.75,6248.93,Carrier Store,EMI / Installment,Education,18–24,Feature Phone,3.5,Kept,1700.38
SAMS-00010883,2023-02-15,2023,Q1,February,Saudi Arabia,Middle East,Khobar,Samsung Galaxy A04s,Galaxy A,256 GB,Awesome Peach,No,143.24,0,1,143.24,143.24,SAR,3.75,537.15,E-commerce Platform,Cash,Individual,25–34,Android (Samsung),3.8,Returned,143.24
SAMS-00010885,2023-07-09,2023,Q3,July,Saudi Arabia,Middle East,Khobar,Samsung Galaxy Z Flip 3,Galaxy Z,1 TB,Icy Blue,Yes,671.21,10,1,604.09,604.09,SAR,3.75,2265.34,Carrier Store,Net Banking,Government,18–24,New User,2.6,Kept,671.21
SAMS-00010893,2021-03-02,2021,Q1,March,Saudi Arabia,Middle East,Mecca,Samsung Galaxy M34 5G,Galaxy M,128 GB,Deep Ocean Blue,Yes,266.32,0,9,266.32,2396.88,SAR,3.75,8988.3,Authorized Reseller,Credit Card,Education,45–54,Feature Phone,4.3,Kept,2396.88
SAMS-00010894,2021-03-17,2021,Q1,March,Saudi Arabia,Middle East,Mecca,Samsung Galaxy A14 5G,Galaxy A,128 GB,Awesome Peach,Yes,190.78,10,2,171.7,343.4,SAR,3.75,1287.75,Online (Samsung.com),Cash,Individual,55+,iOS,4.6,Returned,381.56
SAMS-00010899,2022-02-03,2022,Q1,February,Saudi Arabia,Middle East,Mecca,Samsung Galaxy Z Flip 3,Galaxy Z,1 TB,Icy Blue,Yes,638.54,10,1,574.69,574.69,SAR,3.75,2155.09,Carrier Store,EMI / Installment,Government,25–34,Android (Other),2.5,Kept,638.54
SAMS-00010901,2022-02-21,2022,Q1,February,Saudi Arabia,Middle East,Mecca,Samsung Galaxy A14 5G,Galaxy A,256 GB,Awesome Graphite,Yes,209.29,0,2,209.29,418.58,SAR,3.75,1569.67,Corporate / B2B,Samsung Pay,Business,18–24,New User,4.6,Kept,418.58
SAMS-00010904,2022-06-27,2022,Q2,June,Saudi Arabia,Middle East,Mecca,Samsung Galaxy S24,Galaxy S,512 GB,Titanium Black,Yes,771.93,0,2,771.93,1543.86,SAR,3.75,5789.47,E-commerce Platform,EMI / Installment,Business,55+,Android (Other),3.3,Kept,1543.86
SAMS-00010905,2022-07-30,2022,Q3,July,Saudi Arabia,Middle East,Mecca,Samsung Galaxy S22 Ultra,Galaxy S,1 TB,Cream,Yes,1136.83,0,1,1136.83,1136.83,SAR,3.75,4263.11,Samsung Store,Credit Card,Education,45–54,Android (Samsung),3.4,Kept,1136.83
SAMS-00010907,2022-09-15,2022,Q3,September,Saudi Arabia,Middle East,Mecca,Samsung Galaxy M14 5G,Galaxy M,128 GB,Dark Blue,Yes,185.33,20,5,148.26,741.3,SAR,3.75,2779.88,Online (Samsung.com),EMI / Installment,Business,18–24,Android (Samsung),3.1,Returned,926.6500000000001
SAMS-00010908,2022-09-18,2022,Q3,September,Saudi Arabia,Middle East,Mecca,Samsung Galaxy A34 5G,Galaxy A,64 GB,Awesome Violet,Yes,372.78,7,1,346.69,346.69,SAR,3.75,1300.09,Carrier Store,Samsung Pay,Individual,18–24,iOS,4.5,Returned,372.78
SAMS-00010912,2023-05-04,2023,Q2,May,Saudi Arabia,Middle East,Mecca,Samsung Galaxy A53 5G,Galaxy A,256 GB,Awesome Violet,Yes,420.95,7,1,391.48,391.48,SAR,3.75,1468.05,Corporate / B2B,Gift Card,Government,25–34,Feature Phone,2.7,Kept,420.95
SAMS-00010913,2023-07-04,2023,Q3,July,Saudi Arabia,Middle East,Mecca,Samsung Galaxy M34 5G,Galaxy M,128 GB,Deep Ocean Blue,Yes,232.89,0,1,232.89,232.89,SAR,3.75,873.34,Corporate / B2B,Net Banking,Education,18–24,Feature Phone,4.8,Kept,232.89
SAMS-00010914,2023-10-30,2023,Q4,October,Saudi Arabia,Middle East,Mecca,Samsung Galaxy A14,Galaxy A,256 GB,Awesome Peach,No,154.43,0,5,154.43,772.15,SAR,3.75,2895.56,Corporate / B2B,Samsung Pay,Individual,18–24,Android (Samsung),3.2,Kept,772.1500000000001
SAMS-00010917,2024-06-02,2024,Q2,June,Saudi Arabia,Middle East,Mecca,Samsung Galaxy M54 5G,Galaxy M,128 GB,Prism Black,Yes,351.69,10,2,316.52,633.04,SAR,3.75,2373.9,Carrier Store,BNPL (Buy Now Pay Later),Individual,18–24,Android (Other),2.9,Kept,703.38
SAMS-00010918,2024-07-21,2024,Q3,July,Saudi Arabia,Middle East,Mecca,Samsung Galaxy A14,Galaxy A,256 GB,Awesome Violet,No,168.9,0,3,168.9,506.7,SAR,3.75,1900.12,Authorized Reseller,Cash,Education,55+,Feature Phone,3.0,Exchanged,506.70000000000005
SAMS-00010923,2021-02-24,2021,Q1,February,Saudi Arabia,Middle East,Medina,Samsung Galaxy S23 FE,Galaxy S,256 GB,Phantom Black,Yes,561.33,0,5,561.33,2806.65,SAR,3.75,10524.94,Third-Party Retailer,Credit Card,Enterprise,18–24,Android (Samsung),4.0,Kept,2806.65
SAMS-00010931,2022-01-24,2022,Q1,January,Saudi Arabia,Middle East,Medina,Samsung Galaxy S24,Galaxy S,256 GB,Lavender,Yes,733.76,7,1,682.4,682.4,SAR,3.75,2559.0,Third-Party Retailer,Cash,Government,45–54,New User,3.8,Kept,733.76
SAMS-00010939,2023-04-07,2023,Q2,April,Saudi Arabia,Middle East,Medina,Samsung Galaxy M14 5G,Galaxy M,256 GB,Prism Black,Yes,169.05,20,1,135.24,135.24,SAR,3.75,507.15,Samsung Store,Net Banking,Business,35–44,Feature Phone,4.8,Returned,169.05
SAMS-00010947,2023-12-27,2023,Q4,December,Saudi Arabia,Middle East,Medina,Samsung Galaxy S22+,Galaxy S,128 GB,Titanium Black,Yes,881.33,0,1,881.33,881.33,SAR,3.75,3304.99,Online (Samsung.com),Credit Card,Education,55+,Android (Samsung),3.7,Kept,881.33
SAMS-00010951,2024-11-12,2024,Q4,November,Saudi Arabia,Middle East,Medina,Samsung Galaxy S22,Galaxy S,1 TB,Titanium Yellow,Yes,732.96,15,6,623.02,3738.12,SAR,3.75,14017.95,Carrier Store,Cash,Individual,55+,iOS,4.8,Kept,4397.76
SAMS-00010966,2023-05-21,2023,Q2,May,Saudi Arabia,Middle East,Riyadh,Samsung Galaxy M34 5G,Galaxy M,256 GB,Waterfall Blue,Yes,236.49,7,1,219.94,219.94,SAR,3.75,824.77,Corporate / B2B,Net Banking,Individual,45–54,Feature Phone,4.7,Kept,236.49
SAMS-00010968,2023-09-19,2023,Q3,September,Saudi Arabia,Middle East,Riyadh,Samsung Galaxy Z Flip 5,Galaxy Z,512 GB,Green,Yes,928.89,20,1,743.11,743.11,SAR,3.75,2786.66,Authorized Reseller,Gift Card,Government,45–54,New User,3.1,Kept,928.89
SAMS-00010970,2024-03-26,2024,Q1,March,Saudi Arabia,Middle East,Riyadh,Samsung Galaxy A04,Galaxy A,64 GB,Awesome White,No,111.23,0,1,111.23,111.23,SAR,3.75,417.11,E-commerce Platform,BNPL (Buy Now Pay Later),Individual,55+,New User,2.9,Kept,111.23
SAMS-00010973,2024-07-08,2024,Q3,July,Saudi Arabia,Middle East,Riyadh,Samsung Galaxy S23 Ultra,Galaxy S,128 GB,Graph,Yes,1237.38,15,4,1051.77,4207.08,SAR,3.75,15776.55,E-commerce Platform,BNPL (Buy Now Pay Later),Enterprise,18–24,New User,3.7,Kept,4949.52
SAMS-00010974,2024-08-05,2024,Q3,August,Saudi Arabia,Middle East,Riyadh,Samsung Galaxy Z Flip 4,Galaxy Z,256 GB,Cream,Yes,899.25,3,1,872.27,872.27,SAR,3.75,3271.01,Authorized Reseller,Gift Card,Enterprise,25–34,iOS,4.5,Kept,899.25
SAMS-00010975,2024-08-22,2024,Q3,August,Saudi Arabia,Middle East,Riyadh,Samsung Galaxy S24,Galaxy S,128 GB,Phantom Black,Yes,779.18,12,2,685.68,1371.36,SAR,3.75,5142.6,Authorized Reseller,Gift Card,Government,25–34,New User,3.0,Kept,1558.36
SAMS-00010976,2024-08-27,2024,Q3,August,Saudi Arabia,Middle East,Riyadh,Samsung Galaxy A33 5G,Galaxy A,128 GB,Awesome White,Yes,353.6,7,4,328.85,1315.4,SAR,3.75,4932.75,Authorized Reseller,Net Banking,Education,55+,New User,2.9,Kept,1414.4
SAMS-00010979,2021-01-22,2021,Q1,January,Saudi Arabia,Middle East,Tabuk,Samsung Galaxy Z Flip 3,Galaxy Z,512 GB,Phantom Black,Yes,650.09,3,5,630.59,3152.95,SAR,3.75,11823.56,Online (Samsung.com),Net Banking,Business,25–34,Android (Samsung),4.6,Kept,3250.4500000000003
SAMS-00010983,2021-06-06,2021,Q2,June,Saudi Arabia,Middle East,Tabuk,Samsung Galaxy Z Flip 5,Galaxy Z,512 GB,Cream,Yes,1018.58,0,3,1018.58,3055.74,SAR,3.75,11459.02,Online (Samsung.com),EMI / Installment,Government,18–24,New User,2.9,Kept,3055.7400000000002
SAMS-00010986,2021-08-30,2021,Q3,August,Saudi Arabia,Middle East,Tabuk,Samsung Galaxy S23 FE,Galaxy S,1 TB,Titanium Yellow,Yes,547.79,20,1,438.23,438.23,SAR,3.75,1643.36,Samsung Store,Gift Card,Individual,35–44,iOS,3.3,Returned,547.79
SAMS-00010988,2021-12-11,2021,Q4,December,Saudi Arabia,Middle East,Tabuk,Samsung Galaxy S24,Galaxy S,512 GB,Phantom White,Yes,777.51,7,1,723.08,723.08,SAR,3.75,2711.55,Third-Party Retailer,EMI / Installment,Government,25–34,Android (Other),2.5,Kept,777.51
SAMS-00010991,2022-08-20,2022,Q3,August,Saudi Arabia,Middle East,Tabuk,Samsung Galaxy Z Flip 3,Galaxy Z,256 GB,Phantom Black,Yes,715.07,2,1,700.77,700.77,SAR,3.75,2627.89,Authorized Reseller,Net Banking,Individual,25–34,New User,3.0,Kept,715.07
SAMS-00010992,2022-09-20,2022,Q3,September,Saudi Arabia,Middle East,Tabuk,Samsung Galaxy S23 Ultra,Galaxy S,256 GB,Lavender,Yes,1287.55,0,3,1287.55,3862.65,SAR,3.75,14484.94,Third-Party Retailer,EMI / Installment,Individual,25–34,Feature Phone,3.1,Kept,3862.6499999999996
SAMS-00010997,2023-01-03,2023,Q1,January,Saudi Arabia,Middle East,Tabuk,Samsung Galaxy A14 5G,Galaxy A,64 GB,Awesome Lime,Yes,190.93,3,1,185.2,185.2,SAR,3.75,694.5,Carrier Store,Cash,Enterprise,25–34,Feature Phone,4.9,Kept,190.93
SAMS-00011000,2023-04-11,2023,Q2,April,Saudi Arabia,Middle East,Tabuk,Samsung Galaxy S24+,Galaxy S,1 TB,Green,Yes,1039.6,0,2,1039.6,2079.2,SAR,3.75,7797.0,E-commerce Platform,Cash,Education,18–24,New User,4.5,Kept,2079.2
SAMS-00011002,2023-06-12,2023,Q2,June,Saudi Arabia,Middle East,Tabuk,Samsung Galaxy M04,Galaxy M,256 GB,Dark Blue,No,94.47,0,1,94.47,94.47,SAR,3.75,354.26,Samsung Store,BNPL (Buy Now Pay Later),Enterprise,45–54,New User,3.6,Kept,94.47
SAMS-00011010,2024-01-20,2024,Q1,January,Saudi Arabia,Middle East,Tabuk,Samsung Galaxy A33 5G,Galaxy A,64 GB,Awesome Lime,Yes,333.61,20,2,266.89,533.78,SAR,3.75,2001.67,Online (Samsung.com),Net Banking,Government,18–24,New User,2.8,Returned,667.22
SAMS-00011011,2024-03-21,2024,Q1,March,Saudi Arabia,Middle East,Tabuk,Samsung Galaxy Z Fold 5,Galaxy Z,512 GB,Lavender,Yes,1870.67,5,2,1777.14,3554.28,SAR,3.75,13328.55,Corporate / B2B,Cash,Business,45–54,New User,2.6,Kept,3741.34
SAMS-00011013,2024-05-04,2024,Q2,May,Saudi Arabia,Middle East,Tabuk,Samsung Galaxy M54 5G,Galaxy M,64 GB,Deep Ocean Blue,Yes,321.92,12,1,283.29,283.29,SAR,3.75,1062.34,Online (Samsung.com),BNPL (Buy Now Pay Later),Business,55+,Android (Other),3.0,Kept,321.92
SAMS-00011014,2024-07-16,2024,Q3,July,Saudi Arabia,Middle East,Tabuk,Samsung Galaxy A34 5G,Galaxy A,256 GB,Awesome White,Yes,421.45,10,1,379.31,379.31,SAR,3.75,1422.41,Online (Samsung.com),EMI / Installment,Business,45–54,iOS,4.8,Kept,421.45
SAMS-00011015,2024-08-04,2024,Q3,August,Saudi Arabia,Middle East,Tabuk,Samsung Galaxy A24,Galaxy A,64 GB,Awesome Violet,No,253.8,15,1,215.73,215.73,SAR,3.75,808.99,Samsung Store,Credit Card,Enterprise,18–24,Android (Other),2.7,Kept,253.8
SAMS-00011019,2024-12-22,2024,Q4,December,Saudi Arabia,Middle East,Tabuk,Samsung Galaxy A14,Galaxy A,256 GB,Awesome Violet,No,168.62,3,1,163.56,163.56,SAR,3.75,613.35,E-commerce Platform,BNPL (Buy Now Pay Later),Business,25–34,iOS,3.5,Kept,168.62
SAMS-00011020,2021-01-01,2021,Q1,January,Saudi Arabia,Middle East,Taif,Samsung Galaxy M54 5G,Galaxy M,64 GB,Prism Black,Yes,353.85,0,1,353.85,353.85,SAR,3.75,1326.94,Third-Party Retailer,Debit Card,Enterprise,45–54,New User,4.3,Kept,353.85
SAMS-00011027,2021-08-19,2021,Q3,August,Saudi Arabia,Middle East,Taif,Samsung Galaxy A04s,Galaxy A,64 GB,Awesome White,No,145.14,0,1,145.14,145.14,SAR,3.75,544.27,Third-Party Retailer,Cash,Education,25–34,Feature Phone,3.7,Kept,145.14
SAMS-00011029,2022-01-27,2022,Q1,January,Saudi Arabia,Middle East,Taif,Samsung Galaxy S23+,Galaxy S,128 GB,Green,Yes,918.59,12,1,808.36,808.36,SAR,3.75,3031.35,Online (Samsung.com),EMI / Installment,Government,18–24,Feature Phone,4.0,Kept,918.59
SAMS-00011032,2022-08-25,2022,Q3,August,Saudi Arabia,Middle East,Taif,Samsung Galaxy S23 FE,Galaxy S,128 GB,Phantom Black,Yes,589.1,10,1,530.19,530.19,SAR,3.75,1988.21,Samsung Store,EMI / Installment,Business,45–54,New User,3.2,Returned,589.1
SAMS-00011033,2022-09-30,2022,Q3,September,Saudi Arabia,Middle East,Taif,Samsung Galaxy S21 FE,Galaxy S,128 GB,Lavender,No,495.85,0,3,495.85,1487.55,SAR,3.75,5578.31,Online (Samsung.com),Cash,Business,25–34,Feature Phone,3.0,Kept,1487.5500000000002
SAMS-00011034,2023-01-09,2023,Q1,January,Saudi Arabia,Middle East,Taif,Samsung Galaxy M34 5G,Galaxy M,256 GB,Icy Blue,Yes,240.25,7,3,223.43,670.29,SAR,3.75,2513.59,Third-Party Retailer,Samsung Pay,Education,35–44,Android (Other),4.6,Kept,720.75
SAMS-00011035,2023-02-07,2023,Q1,February,Saudi Arabia,Middle East,Taif,Samsung Galaxy A34 5G,Galaxy A,64 GB,Awesome Black,Yes,431.11,7,2,400.93,801.86,SAR,3.75,3006.97,Corporate / B2B,EMI / Installment,Enterprise,18–24,Android (Other),4.9,Kept,862.22
SAMS-00011036,2023-03-30,2023,Q1,March,Saudi Arabia,Middle East,Taif,Samsung Galaxy A14,Galaxy A,256 GB,Awesome White,No,170.36,0,3,170.36,511.08,SAR,3.75,1916.55,Online (Samsung.com),Debit Card,Business,45–54,Android (Samsung),3.8,Returned,511.08000000000004
SAMS-00011038,2023-05-19,2023,Q2,May,Saudi Arabia,Middle East,Taif,Samsung Galaxy M04,Galaxy M,128 GB,Dark Blue,No,93.84,0,4,93.84,375.36,SAR,3.75,1407.6,Corporate / B2B,Cash,Government,35–44,Feature Phone,3.8,Kept,375.36
SAMS-00011039,2023-05-28,2023,Q2,May,Saudi Arabia,Middle East,Taif,Samsung Galaxy A04,Galaxy A,64 GB,Awesome Violet,No,114.91,0,1,114.91,114.91,SAR,3.75,430.91,Authorized Reseller,BNPL (Buy Now Pay Later),Business,18–24,Android (Samsung),5.0,Kept,114.91
SAMS-00011040,2023-05-31,2023,Q2,May,Saudi Arabia,Middle East,Taif,Samsung Galaxy S21 FE,Galaxy S,1 TB,Lavender,No,480.12,10,2,432.11,864.22,SAR,3.75,3240.83,Samsung Store,Credit Card,Education,25–34,New User,2.6,Kept,960.24
SAMS-00011041,2023-06-05,2023,Q2,June,Saudi Arabia,Middle East,Taif,Samsung Galaxy S24,Galaxy S,256 GB,Lime,Yes,734.02,10,2,660.62,1321.24,SAR,3.75,4954.65,Third-Party Retailer,Credit Card,Business,45–54,Android (Other),2.8,Kept,1468.04
SAMS-00011045,2024-04-22,2024,Q2,April,Saudi Arabia,Middle East,Taif,Samsung Galaxy S22,Galaxy S,512 GB,Titanium Yellow,Yes,724.87,12,1,637.89,637.89,SAR,3.75,2392.09,E-commerce Platform,Credit Card,Enterprise,25–34,iOS,4.8,Kept,724.87
SAMS-00011046,2024-08-09,2024,Q3,August,Saudi Arabia,Middle East,Taif,Samsung Galaxy A04,Galaxy A,256 GB,Awesome Black,No,117.85,0,1,117.85,117.85,SAR,3.75,441.94,E-commerce Platform,Debit Card,Business,55+,Android (Other),4.9,Kept,117.85
SAMS-00011047,2024-08-25,2024,Q3,August,Saudi Arabia,Middle East,Taif,Samsung Galaxy S22,Galaxy S,256 GB,Green,Yes,740.9,2,7,726.08,5082.56,SAR,3.75,19059.6,Authorized Reseller,Cash,Enterprise,45–54,Feature Phone,3.5,Kept,5186.3
SAMS-00011048,2024-09-17,2024,Q3,September,Saudi Arabia,Middle East,Taif,Samsung Galaxy M54 5G,Galaxy M,64 GB,Deep Ocean Blue,Yes,345.32,2,1,338.41,338.41,SAR,3.75,1269.04,Authorized Reseller,BNPL (Buy Now Pay Later),Business,18–24,Android (Other),3.5,Kept,345.32
SAMS-00011062,2021-02-24,2021,Q1,February,Singapore,Asia,Singapore,Samsung Galaxy S21 FE,Galaxy S,1 TB,Green,No,527.75,7,1,490.81,490.81,SGD,1.34,657.69,Authorized Reseller,Net Banking,Education,35–44,Feature Phone,4.8,Kept,527.75
SAMS-00011065,2021-03-17,2021,Q1,March,Singapore,Asia,Singapore,Samsung Galaxy A54 5G,Galaxy A,256 GB,Awesome Black,Yes,465.2,12,1,409.38,409.38,SGD,1.34,548.57,Samsung Store,Net Banking,Enterprise,25–34,Android (Samsung),4.8,Kept,465.2
SAMS-00011067,2021-03-22,2021,Q1,March,Singapore,Asia,Singapore,Samsung Galaxy Z Fold 4,Galaxy Z,256 GB,Gray,Yes,1690.3,0,2,1690.3,3380.6,SGD,1.34,4530.0,Corporate / B2B,Gift Card,Education,45–54,Android (Samsung),2.6,Kept,3380.6
SAMS-00011069,2021-04-04,2021,Q2,April,Singapore,Asia,Singapore,Samsung Galaxy A24,Galaxy A,256 GB,Awesome Lime,No,261.53,0,2,261.53,523.06,SGD,1.34,700.9,Authorized Reseller,Samsung Pay,Education,25–34,New User,2.6,Kept,523.06
SAMS-00011077,2021-06-12,2021,Q2,June,Singapore,Asia,Singapore,Samsung Galaxy S23+,Galaxy S,256 GB,Phantom Black,Yes,1003.92,2,1,983.84,983.84,SGD,1.34,1318.35,Authorized Reseller,Net Banking,Education,25–34,Android (Other),3.8,Kept,1003.92
SAMS-00011079,2021-06-14,2021,Q2,June,Singapore,Asia,Singapore,Samsung Galaxy S22,Galaxy S,128 GB,Graph,Yes,734.65,0,4,734.65,2938.6,SGD,1.34,3937.72,Carrier Store,BNPL (Buy Now Pay Later),Enterprise,35–44,Feature Phone,4.9,Kept,2938.6
SAMS-00011083,2021-07-10,2021,Q3,July,Singapore,Asia,Singapore,Samsung Galaxy S24 Ultra,Galaxy S,512 GB,Phantom Black,Yes,1188.45,0,3,1188.45,3565.35,SGD,1.34,4777.57,Corporate / B2B,BNPL (Buy Now Pay Later),Individual,35–44,Android (Other),3.1,Kept,3565.3500000000004
SAMS-00011088,2021-07-24,2021,Q3,July,Singapore,Asia,Singapore,Samsung Galaxy A54 5G,Galaxy A,128 GB,Awesome White,Yes,476.48,0,1,476.48,476.48,SGD,1.34,638.48,Samsung Store,Net Banking,Enterprise,45–54,iOS,3.4,Kept,476.48
SAMS-00011089,2021-07-24,2021,Q3,July,Singapore,Asia,Singapore,Samsung Galaxy Z Flip 3,Galaxy Z,1 TB,Graphite,Yes,754.42,0,2,754.42,1508.84,SGD,1.34,2021.85,Authorized Reseller,Cash,Government,25–34,New User,4.7,Kept,1508.84
SAMS-00011094,2021-08-23,2021,Q3,August,Singapore,Asia,Singapore,Samsung Galaxy A04,Galaxy A,256 GB,Awesome Lime,No,102.04,7,5,94.9,474.5,SGD,1.34,635.83,Corporate / B2B,EMI / Installment,Education,55+,iOS,3.9,Returned,510.20000000000005
SAMS-00011099,2021-09-29,2021,Q3,September,Singapore,Asia,Singapore,Samsung Galaxy A04s,Galaxy A,64 GB,Awesome Lime,No,141.09,0,1,141.09,141.09,SGD,1.34,189.06,Authorized Reseller,Credit Card,Individual,55+,Feature Phone,4.4,Kept,141.09
SAMS-00011100,2021-09-30,2021,Q3,September,Singapore,Asia,Singapore,Samsung Galaxy Z Fold 4,Galaxy Z,1 TB,Icy Blue,Yes,1594.06,10,5,1434.65,7173.25,SGD,1.34,9612.16,Carrier Store,Samsung Pay,Individual,18–24,New User,3.1,Kept,7970.299999999999
SAMS-00011102,2021-10-15,2021,Q4,October,Singapore,Asia,Singapore,Samsung Galaxy S22+,Galaxy S,256 GB,Titanium Gray,Yes,946.68,10,1,852.01,852.01,SGD,1.34,1141.69,Online (Samsung.com),BNPL (Buy Now Pay Later),Government,55+,Android (Other),4.7,Kept,946.68
SAMS-00011107,2021-11-18,2021,Q4,November,Singapore,Asia,Singapore,Samsung Galaxy S24,Galaxy S,1 TB,Cream,Yes,812.69,0,5,812.69,4063.45,SGD,1.34,5445.02,Authorized Reseller,Debit Card,Government,25–34,iOS,4.9,Returned,4063.4500000000003
SAMS-00011111,2021-12-26,2021,Q4,December,Singapore,Asia,Singapore,Samsung Galaxy A34 5G,Galaxy A,128 GB,Awesome Lime,Yes,364.87,0,1,364.87,364.87,SGD,1.34,488.93,Third-Party Retailer,Gift Card,Individual,55+,iOS,2.8,Kept,364.87
SAMS-00011113,2022-01-09,2022,Q1,January,Singapore,Asia,Singapore,Samsung Galaxy S22,Galaxy S,512 GB,Lavender,Yes,641.64,3,2,622.39,1244.78,SGD,1.34,1668.01,E-commerce Platform,Cash,Enterprise,35–44,New User,3.7,Kept,1283.28
SAMS-00011115,2022-01-16,2022,Q1,January,Singapore,Asia,Singapore,Samsung Galaxy A54 5G,Galaxy A,64 GB,Awesome Peach,Yes,437.52,15,1,371.89,371.89,SGD,1.34,498.33,Online (Samsung.com),BNPL (Buy Now Pay Later),Individual,55+,Feature Phone,3.6,Kept,437.52
SAMS-00011117,2022-01-18,2022,Q1,January,Singapore,Asia,Singapore,Samsung Galaxy A04s,Galaxy A,256 GB,Awesome Peach,No,142.74,2,6,139.89,839.34,SGD,1.34,1124.72,Carrier Store,Gift Card,Business,18–24,New User,2.6,Kept,856.44
SAMS-00011120,2022-01-29,2022,Q1,January,Singapore,Asia,Singapore,Samsung Galaxy A14,Galaxy A,128 GB,Awesome White,No,175.37,0,3,175.37,526.11,SGD,1.34,704.99,Samsung Store,Net Banking,Enterprise,45–54,iOS,4.1,Kept,526.11
SAMS-00011123,2022-02-16,2022,Q1,February,Singapore,Asia,Singapore,Samsung Galaxy S23 FE,Galaxy S,1 TB,Phantom White,Yes,639.29,0,1,639.29,639.29,SGD,1.34,856.65,Corporate / B2B,Samsung Pay,Education,55+,New User,3.9,Kept,639.29
